doc_id,work,institution,type_raw,mtype
d4f4259d-9066-11f1-9262-01aa75ed71a1,http://publications.europa.eu/resource/cellar/d4f4259d-9066-11f1-9262-01aa75ed71a1,Parliament,OWNINI_RES,xhtml
d5b71802-1d3e-11f1-8c3a-01aa75ed71a1,http://publications.europa.eu/resource/cellar/d5b71802-1d3e-11f1-8c3a-01aa75ed71a1,Parliament,ADOPT_TEXT,
d6eaaab7-3f76-11f1-8095-01aa75ed71a1,http://publications.europa.eu/resource/cellar/d6eaaab7-3f76-11f1-8095-01aa75ed71a1,Parliament,OWNINI_RES,xhtml
da5175ba-df73-11f0-8439-01aa75ed71a1,http://publications.europa.eu/resource/cellar/da5175ba-df73-11f0-8439-01aa75ed71a1,Commission,REPORT,pdf
dca0302d-1c21-11f1-8c3a-01aa75ed71a1,http://publications.europa.eu/resource/cellar/dca0302d-1c21-11f1-8c3a-01aa75ed71a1,Commission,RECO,xhtml
de14ecbc-7f7f-11ec-8c40-01aa75ed71a1,http://publications.europa.eu/resource/cellar/de14ecbc-7f7f-11ec-8c40-01aa75ed71a1,Commission,COMMUNIC,xhtml
e01b6fbb-135f-11ef-a251-01aa75ed71a1,http://publications.europa.eu/resource/cellar/e01b6fbb-135f-11ef-a251-01aa75ed71a1,Council,NOTE,pdf
e0649735-a372-11eb-9585-01aa75ed71a1,http://publications.europa.eu/resource/cellar/e0649735-a372-11eb-9585-01aa75ed71a1,Commission,PROP_REG,xhtml
e2787e1c-0892-11f0-b1a3-01aa75ed71a1,http://publications.europa.eu/resource/cellar/e2787e1c-0892-11f0-b1a3-01aa75ed71a1,Commission,PROP_DEC,xhtml
e346392e-41ed-11f0-b9f2-01aa75ed71a1,http://publications.europa.eu/resource/cellar/e346392e-41ed-11f0-b9f2-01aa75ed71a1,Commission,JOINT_COMMUNIC,xhtml
e3a37a67-33ba-11ef-b441-01aa75ed71a1,http://publications.europa.eu/resource/cellar/e3a37a67-33ba-11ef-b441-01aa75ed71a1,Commission,PROP_DEC,xhtml
e3e0548e-6a7a-11f1-ae88-01aa75ed71a1,http://publications.europa.eu/resource/cellar/e3e0548e-6a7a-11f1-ae88-01aa75ed71a1,Parliament,ADOPT_TEXT,
e41e33b5-69ac-11ee-9220-01aa75ed71a1,http://publications.europa.eu/resource/cellar/e41e33b5-69ac-11ee-9220-01aa75ed71a1,Council,NOTE,pdf
e45654de-9dcf-11f1-b25c-01aa75ed71a1,http://publications.europa.eu/resource/cellar/e45654de-9dcf-11f1-b25c-01aa75ed71a1,Commission,REPORT,pdf
e4c43528-ccfc-11ea-adf7-01aa75ed71a1,http://publications.europa.eu/resource/cellar/e4c43528-ccfc-11ea-adf7-01aa75ed71a1,Commission,IMPACT_ASSESS_INCEP,pdf
e69a1045-6fa1-11f1-ae88-01aa75ed71a1,http://publications.europa.eu/resource/cellar/e69a1045-6fa1-11f1-ae88-01aa75ed71a1,Council,ITEM_IA_NOTE,pdf
e7fdab55-488b-11ef-acbc-01aa75ed71a1,http://publications.europa.eu/resource/cellar/e7fdab55-488b-11ef-acbc-01aa75ed71a1,Council,CONCL,xhtml
e80c49bd-12d8-11ef-a251-01aa75ed71a1,http://publications.europa.eu/resource/cellar/e80c49bd-12d8-11ef-a251-01aa75ed71a1,Council,ITEM_IA_NOTE,pdf
eb6e6f8d-7f7f-11ec-8c40-01aa75ed71a1,http://publications.europa.eu/resource/cellar/eb6e6f8d-7f7f-11ec-8c40-01aa75ed71a1,Commission,SWD,xhtml
ec39aa89-263f-11ec-bd8e-01aa75ed71a1,http://publications.europa.eu/resource/cellar/ec39aa89-263f-11ec-bd8e-01aa75ed71a1,Parliament,OWNINI_RES,xhtml
edc54cc2-1eff-11f1-8c3a-01aa75ed71a1,http://publications.europa.eu/resource/cellar/edc54cc2-1eff-11f1-8c3a-01aa75ed71a1,Council,NOTE,pdf
ef017692-8c1f-11ef-a130-01aa75ed71a1,http://publications.europa.eu/resource/cellar/ef017692-8c1f-11ef-a130-01aa75ed71a1,Parliament,OWNINI_RES,xhtml
ef0e78ed-617b-11f0-bf4e-01aa75ed71a1,http://publications.europa.eu/resource/cellar/ef0e78ed-617b-11f0-bf4e-01aa75ed71a1,Commission,PROP_REG,xhtml
ef4ecd46-c5fa-11f0-8da2-01aa75ed71a1,http://publications.europa.eu/resource/cellar/ef4ecd46-c5fa-11f0-8da2-01aa75ed71a1,Commission,COMMUNIC,xhtml
ef62dd1f-888e-11ec-8c40-01aa75ed71a1,http://publications.europa.eu/resource/cellar/ef62dd1f-888e-11ec-8c40-01aa75ed71a1,Parliament,OWNINI_RES,xhtml
f76aad95-7089-11f1-9800-01aa75ed71a1,http://publications.europa.eu/resource/cellar/f76aad95-7089-11f1-9800-01aa75ed71a1,Council,ITEM_IA_NOTE,pdf
f77c40cd-1c9b-11f1-8c3a-01aa75ed71a1,http://publications.europa.eu/resource/cellar/f77c40cd-1c9b-11f1-8c3a-01aa75ed71a1,Parliament,OPIN_EP_CMT,
f7f5a958-2541-11f1-a7dd-01aa75ed71a1,http://publications.europa.eu/resource/cellar/f7f5a958-2541-11f1-a7dd-01aa75ed71a1,Parliament,REPORT_EP,
f8aefac9-589e-11f1-b3e2-01aa75ed71a1,http://publications.europa.eu/resource/cellar/f8aefac9-589e-11f1-b3e2-01aa75ed71a1,Council,CONCL,xhtml
fbd2c0b9-2a96-11f1-906d-01aa75ed71a1,http://publications.europa.eu/resource/cellar/fbd2c0b9-2a96-11f1-906d-01aa75ed71a1,Parliament,ADOPT_TEXT,
fc66252a-67a6-11f0-bf4e-01aa75ed71a1,http://publications.europa.eu/resource/cellar/fc66252a-67a6-11f0-bf4e-01aa75ed71a1,Council,NOTE,pdf
fd86e2b0-758c-11ed-9887-01aa75ed71a1,http://publications.europa.eu/resource/cellar/fd86e2b0-758c-11ed-9887-01aa75ed71a1,Council,NOTE,pdf
fe9a4f6c-f4ad-11ef-b7db-01aa75ed71a1,http://publications.europa.eu/resource/cellar/fe9a4f6c-f4ad-11ef-b7db-01aa75ed71a1,Parliament,RES_LEGIS,xhtml
